DateTime,Close0,Symbol0,Close1,Symbol1,Close2,Symbol2,contango,contango2,contango1x3x2
2009-03-24,44.0,@VXJ09,42.25,@VXK09,40.95,@VXM09,-1.75,-1.3,-0.85
2009-03-25,42.75,@VXJ09,41.45,@VXK09,40.5,@VXM09,-1.3,-0.95,-0.6
2009-03-26,41.45,@VXJ09,40.45,@VXK09,39.8,@VXM09,-1.0,-0.65,-0.3
2009-03-27,42.95,@VXJ09,41.6,@VXK09,40.8,@VXM09,-1.35,-0.8,-0.25
2009-03-30,46.35,@VXJ09,44.05,@VXK09,42.7,@VXM09,-2.3,-1.35,-0.4
2009-03-31,45.05,@VXJ09,43.95,@VXK09,42.75,@VXM09,-1.1,-1.2,-1.3
2009-04-01,43.65,@VXJ09,43.25,@VXK09,42.0,@VXM09,-0.4,-1.25,-2.1
2009-04-02,42.95,@VXJ09,42.5,@VXK09,41.85,@VXM09,-0.45,-0.65,-0.85
2009-04-03,41.7,@VXJ09,41.8,@VXK09,41.25,@VXM09,0.1,-0.55,-1.2
2009-04-06,41.95,@VXJ09,42.15,@VXK09,41.65,@VXM09,0.2,-0.5,-1.2
2009-04-07,41.65,@VXJ09,42.45,@VXK09,42.0,@VXM09,0.8,-0.45,-1.7
2009-04-08,40.6,@VXJ09,41.55,@VXK09,41.15,@VXM09,0.95,-0.4,-1.75
2009-04-09,38.3,@VXJ09,39.9,@VXK09,39.7,@VXM09,1.6,-0.2,-2.0
2009-04-13,37.05,@VXJ09,39.7,@VXK09,39.5,@VXM09,2.65,-0.2,-3.05
2009-04-14,37.85,@VXJ09,39.6,@VXK09,39.6,@VXM09,1.75,0.0,-1.75
2009-04-15,38.8,@VXK09,38.8,@VXM09,38.9,@VXN09,0.0,0.1,0.2
2009-04-16,37.35,@VXK09,37.5,@VXM09,37.65,@VXN09,0.15,0.15,0.15
2009-04-17,36.6,@VXK09,36.65,@VXM09,36.85,@VXN09,0.05,0.2,0.35
2009-04-20,39.5,@VXK09,38.95,@VXM09,38.75,@VXN09,-0.55,-0.2,0.15
2009-04-21,37.9,@VXK09,37.65,@VXM09,37.7,@VXN09,-0.25,0.05,0.35
2009-04-22,38.45,@VXK09,38.05,@VXM09,38.05,@VXN09,-0.4,0.0,0.4
2009-04-23,37.8,@VXK09,37.4,@VXM09,37.45,@VXN09,-0.4,0.05,0.5
2009-04-24,37.8,@VXK09,37.65,@VXM09,37.65,@VXN09,-0.15,0.0,0.15
2009-04-27,38.75,@VXK09,38.45,@VXM09,38.4,@VXN09,-0.3,-0.05,0.2
2009-04-28,38.2,@VXK09,38.15,@VXM09,38.05,@VXN09,-0.05,-0.1,-0.15
2009-04-29,36.45,@VXK09,36.7,@VXM09,36.7,@VXN09,0.25,0.0,-0.25
2009-04-30,36.95,@VXK09,37.0,@VXM09,37.0,@VXN09,0.05,0.0,-0.05
2009-05-01,36.35,@VXK09,36.55,@VXM09,36.45,@VXN09,0.2,-0.1,-0.4
2009-05-04,34.8,@VXK09,34.75,@VXM09,34.75,@VXN09,-0.05,0.0,0.05
2009-05-05,34.6,@VXK09,34.8,@VXM09,34.95,@VXN09,0.2,0.15,0.1
2009-05-06,33.05,@VXK09,33.8,@VXM09,33.8,@VXN09,0.75,0.0,-0.75
2009-05-07,33.7,@VXK09,34.15,@VXM09,34.05,@VXN09,0.45,-0.1,-0.65
2009-05-08,32.2,@VXK09,32.8,@VXM09,32.75,@VXN09,0.6,-0.05,-0.7
2009-05-11,32.45,@VXK09,33.0,@VXM09,33.2,@VXN09,0.55,0.2,-0.15
2009-05-12,31.95,@VXK09,32.85,@VXM09,33.0,@VXN09,0.9,0.15,-0.6
2009-05-13,33.4,@VXK09,33.85,@VXM09,33.95,@VXN09,0.45,0.1,-0.25
2009-05-14,31.6,@VXK09,32.5,@VXM09,32.55,@VXN09,0.9,0.05,-0.8
2009-05-15,33.15,@VXK09,33.2,@VXM09,33.2,@VXN09,0.05,0.0,-0.05
2009-05-18,29.85,@VXK09,30.85,@VXM09,31.0,@VXN09,1.0,0.15,-0.7
2009-05-19,28.5,@VXK09,30.4,@VXM09,30.9,@VXN09,1.9,0.5,-0.9
2009-05-20,30.5,@VXM09,31.4,@VXN09,31.3,@VXQ09,0.9,-0.1,-1.1
2009-05-21,32.2,@VXM09,32.85,@VXN09,32.35,@VXQ09,0.65,-0.5,-1.65
2009-05-22,32.75,@VXM09,33.05,@VXN09,32.4,@VXQ09,0.3,-0.65,-1.6
2009-05-26,31.15,@VXM09,32.0,@VXN09,31.4,@VXQ09,0.85,-0.6,-2.05
2009-05-27,32.1,@VXM09,32.9,@VXN09,32.1,@VXQ09,0.8,-0.8,-2.4
2009-05-28,31.55,@VXM09,32.4,@VXN09,31.5,@VXQ09,0.85,-0.9,-2.65
2009-05-29,30.35,@VXM09,31.5,@VXN09,31.1,@VXQ09,1.15,-0.4,-1.95
2009-06-01,29.6,@VXM09,30.75,@VXN09,30.4,@VXQ09,1.15,-0.35,-1.85
2009-06-02,29.6,@VXM09,31.0,@VXN09,30.5,@VXQ09,1.4,-0.5,-2.4
2009-06-03,31.15,@VXM09,32.65,@VXN09,31.95,@VXQ09,1.5,-0.7,-2.9
2009-06-04,30.8,@VXM09,32.25,@VXN09,31.75,@VXQ09,1.45,-0.5,-2.45
2009-06-05,30.55,@VXM09,32.2,@VXN09,31.7,@VXQ09,1.65,-0.5,-2.65
2009-06-08,30.25,@VXM09,32.0,@VXN09,31.7,@VXQ09,1.75,-0.3,-2.35
2009-06-09,29.1,@VXM09,30.95,@VXN09,30.95,@VXQ09,1.85,0.0,-1.85
2009-06-10,29.1,@VXM09,31.2,@VXN09,31.3,@VXQ09,2.1,0.1,-1.9
2009-06-11,28.1,@VXM09,30.6,@VXN09,30.75,@VXQ09,2.5,0.15,-2.2
2009-06-12,28.35,@VXM09,29.95,@VXN09,30.1,@VXQ09,1.6,0.15,-1.3
2009-06-15,30.2,@VXM09,31.35,@VXN09,31.1,@VXQ09,1.15,-0.25,-1.65
2009-06-16,31.85,@VXM09,32.4,@VXN09,31.95,@VXQ09,0.55,-0.45,-1.45
2009-06-17,32.65,@VXN09,32.1,@VXQ09,32.0,@VXU09,-0.55,-0.1,0.35
2009-06-18,32.4,@VXN09,31.85,@VXQ09,31.9,@VXU09,-0.55,0.05,0.65
2009-06-19,31.35,@VXN09,31.55,@VXQ09,31.7,@VXU09,0.2,0.15,0.1
2009-06-22,32.75,@VXN09,32.55,@VXQ09,32.6,@VXU09,-0.2,0.05,0.3
2009-06-23,32.05,@VXN09,32.15,@VXQ09,32.3,@VXU09,0.1,0.15,0.2
2009-06-24,30.6,@VXN09,31.35,@VXQ09,31.6,@VXU09,0.75,0.25,-0.25
2009-06-25,29.1,@VXN09,30.25,@VXQ09,30.85,@VXU09,1.15,0.6,0.05
2009-06-26,28.55,@VXN09,29.85,@VXQ09,30.5,@VXU09,1.3,0.65,-0.0
2009-06-29,27.45,@VXN09,28.95,@VXQ09,29.7,@VXU09,1.5,0.75,0.0
2009-06-30,28.05,@VXN09,29.25,@VXQ09,30.0,@VXU09,1.2,0.75,0.3
2009-07-01,27.65,@VXN09,29.2,@VXQ09,29.8,@VXU09,1.55,0.6,-0.35
2009-07-02,29.3,@VXN09,30.65,@VXQ09,31.1,@VXU09,1.35,0.45,-0.45
2009-07-06,29.0,@VXN09,30.4,@VXQ09,31.05,@VXU09,1.4,0.65,-0.1
2009-07-07,30.25,@VXN09,31.45,@VXQ09,31.9,@VXU09,1.2,0.45,-0.3
2009-07-08,30.8,@VXN09,31.8,@VXQ09,32.3,@VXU09,1.0,0.5,-0.0
2009-07-09,29.75,@VXN09,31.75,@VXQ09,32.25,@VXU09,2.0,0.5,-1.0
2009-07-10,29.8,@VXN09,31.95,@VXQ09,32.5,@VXU09,2.15,0.55,-1.05
2009-07-13,27.55,@VXN09,30.8,@VXQ09,31.7,@VXU09,3.25,0.9,-1.45
2009-07-14,27.0,@VXN09,30.25,@VXQ09,31.2,@VXU09,3.25,0.95,-1.35
2009-07-15,26.45,@VXN09,29.25,@VXQ09,30.65,@VXU09,2.8,1.4,-0.0
2009-07-16,25.9,@VXN09,28.95,@VXQ09,30.15,@VXU09,3.05,1.2,-0.65
2009-07-17,25.6,@VXN09,29.0,@VXQ09,30.25,@VXU09,3.4,1.25,-0.9
2009-07-20,24.55,@VXN09,28.4,@VXQ09,29.45,@VXU09,3.85,1.05,-1.75
2009-07-21,24.05,@VXN09,27.85,@VXQ09,29.35,@VXU09,3.8,1.5,-0.8
2009-07-22,27.2,@VXQ09,29.2,@VXU09,29.3,@VXV09,2.0,0.1,-1.8
2009-07-23,26.25,@VXQ09,28.45,@VXU09,28.9,@VXV09,2.2,0.45,-1.3
2009-07-24,26.0,@VXQ09,28.55,@VXU09,29.0,@VXV09,2.55,0.45,-1.65
2009-07-27,26.35,@VXQ09,28.95,@VXU09,29.3,@VXV09,2.6,0.35,-1.9
2009-07-28,27.3,@VXQ09,29.85,@VXU09,30.0,@VXV09,2.55,0.15,-2.25
2009-07-29,27.65,@VXQ09,30.05,@VXU09,30.35,@VXV09,2.4,0.3,-1.8
2009-07-30,27.05,@VXQ09,29.3,@VXU09,29.9,@VXV09,2.25,0.6,-1.05
2009-07-31,27.25,@VXQ09,29.7,@VXU09,30.0,@VXV09,2.45,0.3,-1.85
2009-08-03,26.45,@VXQ09,29.1,@VXU09,29.6,@VXV09,2.65,0.5,-1.65
2009-08-04,26.3,@VXQ09,28.85,@VXU09,29.5,@VXV09,2.55,0.65,-1.25
2009-08-05,26.05,@VXQ09,28.85,@VXU09,29.4,@VXV09,2.8,0.55,-1.7
2009-08-06,26.6,@VXQ09,28.95,@VXU09,29.7,@VXV09,2.35,0.75,-0.85
2009-08-07,25.65,@VXQ09,28.05,@VXU09,29.05,@VXV09,2.4,1.0,-0.4
2009-08-10,25.6,@VXQ09,28.1,@VXU09,29.1,@VXV09,2.5,1.0,-0.5
2009-08-11,26.2,@VXQ09,28.6,@VXU09,29.5,@VXV09,2.4,0.9,-0.6
2009-08-12,25.55,@VXQ09,28.35,@VXU09,29.35,@VXV09,2.8,1.0,-0.8
2009-08-13,25.05,@VXQ09,27.8,@VXU09,29.2,@VXV09,2.75,1.4,0.05
2009-08-14,25.2,@VXQ09,28.3,@VXU09,29.35,@VXV09,3.1,1.05,-1.0
2009-08-17,27.6,@VXQ09,29.9,@VXU09,30.95,@VXV09,2.3,1.05,-0.2
2009-08-18,26.35,@VXQ09,29.25,@VXU09,30.55,@VXV09,2.9,1.3,-0.3
2009-08-19,28.35,@VXU09,30.55,@VXV09,30.05,@VXX09,2.2,-0.5,-3.2
2009-08-20,27.8,@VXU09,30.1,@VXV09,29.75,@VXX09,2.3,-0.35,-3.0
2009-08-21,27.35,@VXU09,30.0,@VXV09,29.65,@VXX09,2.65,-0.35,-3.35
2009-08-24,27.4,@VXU09,29.9,@VXV09,29.55,@VXX09,2.5,-0.35,-3.2
2009-08-25,27.75,@VXU09,30.05,@VXV09,29.8,@VXX09,2.3,-0.25,-2.8
2009-08-26,28.3,@VXU09,30.4,@VXV09,30.05,@VXX09,2.1,-0.35,-2.8
2009-08-27,27.8,@VXU09,30.25,@VXV09,29.95,@VXX09,2.45,-0.3,-3.05
2009-08-28,28.1,@VXU09,30.5,@VXV09,30.1,@VXX09,2.4,-0.4,-3.2
2009-08-31,28.5,@VXU09,30.95,@VXV09,30.25,@VXX09,2.45,-0.7,-3.85
2009-09-01,30.05,@VXU09,32.25,@VXV09,31.2,@VXX09,2.2,-1.05,-4.3
2009-09-02,30.5,@VXU09,32.65,@VXV09,31.7,@VXX09,2.15,-0.95,-4.05
2009-09-03,28.95,@VXU09,31.25,@VXV09,30.5,@VXX09,2.3,-0.75,-3.8
2009-09-04,27.6,@VXU09,30.45,@VXV09,29.9,@VXX09,2.85,-0.55,-3.95
2009-09-08,26.7,@VXU09,29.45,@VXV09,29.25,@VXX09,2.75,-0.2,-3.15
2009-09-09,25.95,@VXU09,28.6,@VXV09,28.8,@VXX09,2.65,0.2,-2.25
2009-09-10,24.45,@VXU09,27.35,@VXV09,28.05,@VXX09,2.9,0.7,-1.5
2009-09-11,24.75,@VXU09,27.7,@VXV09,28.35,@VXX09,2.95,0.65,-1.65
2009-09-14,23.85,@VXU09,27.05,@VXV09,27.9,@VXX09,3.2,0.85,-1.5
2009-09-15,23.5,@VXU09,27.15,@VXV09,27.9,@VXX09,3.65,0.75,-2.15
2009-09-16,25.95,@VXV09,27.65,@VXX09,27.35,@VXZ09,1.7,-0.3,-2.3
2009-09-17,26.1,@VXV09,27.75,@VXX09,27.5,@VXZ09,1.65,-0.25,-2.15
2009-09-18,26.75,@VXV09,28.35,@VXX09,27.95,@VXZ09,1.6,-0.4,-2.4
2009-09-21,26.7,@VXV09,28.4,@VXX09,28.05,@VXZ09,1.7,-0.35,-2.4
2009-09-22,26.1,@VXV09,28.05,@VXX09,27.8,@VXZ09,1.95,-0.25,-2.45
2009-09-23,26.35,@VXV09,28.15,@VXX09,27.85,@VXZ09,1.8,-0.3,-2.4
2009-09-24,26.9,@VXV09,28.5,@VXX09,28.35,@VXZ09,1.6,-0.15,-1.9
2009-09-25,27.0,@VXV09,28.55,@VXX09,28.35,@VXZ09,1.55,-0.2,-1.95
2009-09-28,25.85,@VXV09,27.95,@VXX09,27.8,@VXZ09,2.1,-0.15,-2.4
2009-09-29,25.9,@VXV09,27.85,@VXX09,27.85,@VXZ09,1.95,0.0,-1.95
2009-09-30,26.3,@VXV09,27.95,@VXX09,28.1,@VXZ09,1.65,0.15,-1.35
2009-10-01,27.8,@VXV09,28.75,@VXX09,28.85,@VXZ09,0.95,0.1,-0.75
2009-10-02,27.85,@VXV09,28.8,@VXX09,29.0,@VXZ09,0.95,0.2,-0.55
2009-10-05,26.8,@VXV09,27.95,@VXX09,28.35,@VXZ09,1.15,0.4,-0.35
2009-10-06,26.0,@VXV09,27.45,@VXX09,27.75,@VXZ09,1.45,0.3,-0.85
2009-10-07,25.4,@VXV09,27.35,@VXX09,27.65,@VXZ09,1.95,0.3,-1.35
2009-10-08,25.05,@VXV09,27.05,@VXX09,27.3,@VXZ09,2.0,0.25,-1.5
2009-10-09,24.55,@VXV09,26.5,@VXX09,27.05,@VXZ09,1.95,0.55,-0.85
2009-10-12,24.05,@VXV09,25.75,@VXX09,26.55,@VXZ09,1.7,0.8,-0.1
2009-10-13,23.55,@VXV09,25.6,@VXX09,26.4,@VXZ09,2.05,0.8,-0.45
2009-10-14,23.25,@VXV09,25.4,@VXX09,26.2,@VXZ09,2.15,0.8,-0.55
2009-10-15,22.35,@VXV09,24.9,@VXX09,25.75,@VXZ09,2.55,0.85,-0.85
2009-10-16,22.35,@VXV09,25.3,@VXX09,26.05,@VXZ09,2.95,0.75,-1.45
2009-10-19,21.4,@VXV09,24.65,@VXX09,25.55,@VXZ09,3.25,0.9,-1.45
2009-10-20,21.1,@VXV09,24.55,@VXX09,25.55,@VXZ09,3.45,1.0,-1.45
2009-10-21,24.55,@VXX09,25.65,@VXZ09,26.35,@VXF10,1.1,0.7,0.3
2009-10-22,23.65,@VXX09,25.1,@VXZ09,25.95,@VXF10,1.45,0.85,0.25
2009-10-23,24.05,@VXX09,25.45,@VXZ09,26.15,@VXF10,1.4,0.7,0.0
2009-10-26,24.55,@VXX09,25.95,@VXZ09,26.7,@VXF10,1.4,0.75,0.1
2009-10-27,24.65,@VXX09,25.85,@VXZ09,26.6,@VXF10,1.2,0.75,0.3
2009-10-28,26.65,@VXX09,26.9,@VXZ09,27.6,@VXF10,0.25,0.7,1.15
2009-10-29,25.05,@VXX09,25.8,@VXZ09,26.6,@VXF10,0.75,0.8,0.85
2009-10-30,27.85,@VXX09,27.7,@VXZ09,27.95,@VXF10,-0.15,0.25,0.65
2009-11-02,28.0,@VXX09,28.1,@VXZ09,28.2,@VXF10,0.1,0.1,0.1
2009-11-03,28.1,@VXX09,28.3,@VXZ09,28.45,@VXF10,0.2,0.15,0.1
2009-11-04,27.6,@VXX09,28.05,@VXZ09,28.05,@VXF10,0.45,0.0,-0.45
2009-11-05,25.9,@VXX09,27.25,@VXZ09,27.6,@VXF10,1.35,0.35,-0.65
2009-11-06,25.1,@VXX09,26.4,@VXZ09,27.0,@VXF10,1.3,0.6,-0.1
2009-11-09,23.5,@VXX09,24.9,@VXZ09,26.15,@VXF10,1.4,1.25,1.1
2009-11-10,23.5,@VXX09,25.1,@VXZ09,26.5,@VXF10,1.6,1.4,1.2
2009-11-11,23.65,@VXX09,25.15,@VXZ09,26.8,@VXF10,1.5,1.65,1.8
2009-11-12,24.8,@VXX09,26.25,@VXZ09,27.7,@VXF10,1.45,1.45,1.45
2009-11-13,24.25,@VXX09,25.85,@VXZ09,27.45,@VXF10,1.6,1.6,1.6
2009-11-16,23.4,@VXX09,25.45,@VXZ09,27.0,@VXF10,2.05,1.55,1.05
2009-11-17,22.55,@VXX09,25.35,@VXZ09,27.05,@VXF10,2.8,1.7,0.6
2009-11-18,24.4,@VXZ09,26.85,@VXF10,27.65,@VXG10,2.45,0.8,-0.85
2009-11-19,24.7,@VXZ09,27.25,@VXF10,28.0,@VXG10,2.55,0.75,-1.05
2009-11-20,24.2,@VXZ09,27.0,@VXF10,27.8,@VXG10,2.8,0.8,-1.2
2009-11-23,22.85,@VXZ09,26.4,@VXF10,27.2,@VXG10,3.55,0.8,-1.95
2009-11-24,22.7,@VXZ09,26.05,@VXF10,27.15,@VXG10,3.35,1.1,-1.15
2009-11-25,22.35,@VXZ09,25.8,@VXF10,27.0,@VXG10,3.45,1.2,-1.05
2009-11-27,24.05,@VXZ09,27.15,@VXF10,28.2,@VXG10,3.1,1.05,-1.0
2009-11-30,24.1,@VXZ09,27.15,@VXF10,28.15,@VXG10,3.05,1.0,-1.05
2009-12-01,23.05,@VXZ09,26.3,@VXF10,27.6,@VXG10,3.25,1.3,-0.65
2009-12-02,22.65,@VXZ09,26.2,@VXF10,27.7,@VXG10,3.55,1.5,-0.55
2009-12-03,23.25,@VXZ09,26.65,@VXF10,27.7,@VXG10,3.4,1.05,-1.3
2009-12-04,22.6,@VXZ09,26.15,@VXF10,27.7,@VXG10,3.55,1.55,-0.45
2009-12-07,22.5,@VXZ09,26.05,@VXF10,27.65,@VXG10,3.55,1.6,-0.35
2009-12-08,23.5,@VXZ09,26.55,@VXF10,28.15,@VXG10,3.05,1.6,0.15
2009-12-09,23.05,@VXZ09,26.45,@VXF10,28.0,@VXG10,3.4,1.55,-0.3
2009-12-10,22.5,@VXZ09,26.1,@VXF10,27.9,@VXG10,3.6,1.8,-0.0
2009-12-11,22.1,@VXZ09,26.0,@VXF10,27.6,@VXG10,3.9,1.6,-0.7
2009-12-14,21.1,@VXZ09,25.55,@VXF10,27.5,@VXG10,4.45,1.95,-0.55
2009-12-15,21.35,@VXZ09,25.25,@VXF10,27.0,@VXG10,3.9,1.75,-0.4
2009-12-16,24.1,@VXF10,26.5,@VXG10,27.2,@VXH10,2.4,0.7,-1.0
2009-12-17,24.45,@VXF10,26.75,@VXG10,27.35,@VXH10,2.3,0.6,-1.1
2009-12-18,24.1,@VXF10,26.4,@VXG10,27.0,@VXH10,2.3,0.6,-1.1
2009-12-21,23.25,@VXF10,25.65,@VXG10,26.2,@VXH10,2.4,0.55,-1.3
2009-12-22,22.65,@VXF10,25.1,@VXG10,25.6,@VXH10,2.45,0.5,-1.45
2009-12-23,22.45,@VXF10,24.9,@VXG10,25.45,@VXH10,2.45,0.55,-1.35
2009-12-24,22.1,@VXF10,24.75,@VXG10,25.25,@VXH10,2.65,0.5,-1.65
2009-12-28,21.85,@VXF10,24.65,@VXG10,25.15,@VXH10,2.8,0.5,-1.8
2009-12-29,22.0,@VXF10,24.75,@VXG10,25.2,@VXH10,2.75,0.45,-1.85
2009-12-30,22.4,@VXF10,25.05,@VXG10,25.6,@VXH10,2.65,0.55,-1.55
2009-12-31,22.95,@VXF10,25.8,@VXG10,26.0,@VXH10,2.85,0.2,-2.45
2010-01-04,22.1,@VXF10,24.85,@VXG10,25.25,@VXH10,2.75,0.4,-1.95
2010-01-05,21.55,@VXF10,24.45,@VXG10,24.85,@VXH10,2.9,0.4,-2.1
2010-01-06,20.8,@VXF10,23.55,@VXG10,24.2,@VXH10,2.75,0.65,-1.45
2010-01-07,20.45,@VXF10,23.15,@VXG10,23.85,@VXH10,2.7,0.7,-1.3
2010-01-08,19.9,@VXF10,22.55,@VXG10,23.4,@VXH10,2.65,0.85,-0.95
2010-01-11,19.5,@VXF10,22.25,@VXG10,23.25,@VXH10,2.75,1.0,-0.75
2010-01-12,20.25,@VXF10,22.8,@VXG10,23.65,@VXH10,2.55,0.85,-0.85
2010-01-13,19.4,@VXF10,22.5,@VXG10,23.45,@VXH10,3.1,0.95,-1.2
2010-01-14,18.95,@VXF10,22.0,@VXG10,23.0,@VXH10,3.05,1.0,-1.05
2010-01-15,19.65,@VXF10,22.55,@VXG10,23.55,@VXH10,2.9,1.0,-0.9
2010-01-19,17.85,@VXF10,21.55,@VXG10,22.75,@VXH10,3.7,1.2,-1.3
2010-01-20,21.4,@VXG10,22.85,@VXH10,23.6,@VXJ10,1.45,0.75,0.05
2010-01-21,22.65,@VXG10,24.1,@VXH10,24.55,@VXJ10,1.45,0.45,-0.55
2010-01-22,24.75,@VXG10,25.15,@VXH10,25.35,@VXJ10,0.4,0.2,0.0
2010-01-25,24.35,@VXG10,24.95,@VXH10,25.05,@VXJ10,0.6,0.1,-0.4
2010-01-26,24.55,@VXG10,25.3,@VXH10,25.45,@VXJ10,0.75,0.15,-0.45
2010-01-27,23.75,@VXG10,24.7,@VXH10,25.05,@VXJ10,0.95,0.35,-0.25
2010-01-28,24.0,@VXG10,24.9,@VXH10,25.15,@VXJ10,0.9,0.25,-0.4
2010-01-29,24.65,@VXG10,25.35,@VXH10,25.5,@VXJ10,0.7,0.15,-0.4
2010-02-01,23.05,@VXG10,24.25,@VXH10,24.95,@VXJ10,1.2,0.7,0.2
2010-02-02,22.1,@VXG10,23.45,@VXH10,24.4,@VXJ10,1.35,0.95,0.55
2010-02-03,22.15,@VXG10,23.55,@VXH10,24.45,@VXJ10,1.4,0.9,0.4
2010-02-04,25.6,@VXG10,25.65,@VXH10,26.0,@VXJ10,0.05,0.35,0.65
2010-02-05,26.1,@VXG10,25.85,@VXH10,26.15,@VXJ10,-0.25,0.3,0.85
2010-02-08,26.4,@VXG10,26.2,@VXH10,26.3,@VXJ10,-0.2,0.1,0.4
2010-02-09,25.55,@VXG10,25.65,@VXH10,26.05,@VXJ10,0.1,0.4,0.7
2010-02-10,25.5,@VXG10,25.55,@VXH10,26.0,@VXJ10,0.05,0.45,0.85
2010-02-11,24.45,@VXG10,24.95,@VXH10,25.65,@VXJ10,0.5,0.7,0.9
2010-02-12,24.45,@VXG10,24.9,@VXH10,25.85,@VXJ10,0.45,0.95,1.45
2010-02-16,22.6,@VXG10,23.6,@VXH10,24.8,@VXJ10,1.0,1.2,1.4
2010-02-17,22.75,@VXH10,24.7,@VXJ10,24.85,@VXK10,1.95,0.15,-1.65
2010-02-18,21.8,@VXH10,24.1,@VXJ10,24.5,@VXK10,2.3,0.4,-1.5
2010-02-19,21.35,@VXH10,23.7,@VXJ10,24.1,@VXK10,2.35,0.4,-1.55
2010-02-22,20.95,@VXH10,23.25,@VXJ10,23.75,@VXK10,2.3,0.5,-1.3
2010-02-23,21.65,@VXH10,23.9,@VXJ10,24.25,@VXK10,2.25,0.35,-1.55
2010-02-24,21.1,@VXH10,23.65,@VXJ10,23.9,@VXK10,2.55,0.25,-2.05
2010-02-25,20.95,@VXH10,23.75,@VXJ10,23.95,@VXK10,2.8,0.2,-2.4
2010-02-26,20.4,@VXH10,23.5,@VXJ10,23.8,@VXK10,3.1,0.3,-2.5
2010-03-01,20.0,@VXH10,23.05,@VXJ10,23.65,@VXK10,3.05,0.6,-1.85
2010-03-02,19.8,@VXH10,22.8,@VXJ10,23.45,@VXK10,3.0,0.65,-1.7
2010-03-03,19.6,@VXH10,22.6,@VXJ10,23.25,@VXK10,3.0,0.65,-1.7
2010-03-04,19.6,@VXH10,22.5,@VXJ10,23.25,@VXK10,2.9,0.75,-1.4
2010-03-05,18.55,@VXH10,21.6,@VXJ10,22.6,@VXK10,3.05,1.0,-1.05
2010-03-08,18.35,@VXH10,21.25,@VXJ10,22.45,@VXK10,2.9,1.2,-0.5
2010-03-09,18.5,@VXH10,21.25,@VXJ10,22.45,@VXK10,2.75,1.2,-0.35
2010-03-10,18.6,@VXH10,21.4,@VXJ10,22.65,@VXK10,2.8,1.25,-0.3
2010-03-11,18.6,@VXH10,21.6,@VXJ10,22.8,@VXK10,3.0,1.2,-0.6
2010-03-12,18.35,@VXH10,21.45,@VXJ10,22.7,@VXK10,3.1,1.25,-0.6
2010-03-15,18.1,@VXH10,21.5,@VXJ10,22.85,@VXK10,3.4,1.35,-0.7
2010-03-16,17.45,@VXH10,20.9,@VXJ10,22.3,@VXK10,3.45,1.4,-0.65
2010-03-17,20.1,@VXJ10,21.75,@VXK10,22.65,@VXM10,1.65,0.9,0.15
2010-03-18,19.8,@VXJ10,21.45,@VXK10,22.45,@VXM10,1.65,1.0,0.35
2010-03-19,20.2,@VXJ10,21.7,@VXK10,22.7,@VXM10,1.5,1.0,0.5
2010-03-22,19.9,@VXJ10,21.65,@VXK10,22.55,@VXM10,1.75,0.9,0.05
2010-03-23,19.45,@VXJ10,21.35,@VXK10,22.35,@VXM10,1.9,1.0,0.1
2010-03-24,19.9,@VXJ10,21.65,@VXK10,22.6,@VXM10,1.75,0.95,0.15
2010-03-25,20.1,@VXJ10,21.95,@VXK10,22.9,@VXM10,1.85,0.95,0.05
2010-03-26,19.9,@VXJ10,21.7,@VXK10,22.7,@VXM10,1.8,1.0,0.2
2010-03-29,19.5,@VXJ10,21.25,@VXK10,22.35,@VXM10,1.75,1.1,0.45
2010-03-30,19.1,@VXJ10,21.0,@VXK10,22.15,@VXM10,1.9,1.15,0.4
2010-03-31,18.95,@VXJ10,21.0,@VXK10,22.2,@VXM10,2.05,1.2,0.35
2010-04-01,18.8,@VXJ10,21.05,@VXK10,22.25,@VXM10,2.25,1.2,0.15
2010-04-05,18.0,@VXJ10,20.35,@VXK10,21.6,@VXM10,2.35,1.25,0.15
2010-04-06,17.45,@VXJ10,19.85,@VXK10,21.2,@VXM10,2.4,1.35,0.3
2010-04-07,17.9,@VXJ10,20.1,@VXK10,21.4,@VXM10,2.2,1.3,0.4
2010-04-08,17.45,@VXJ10,19.85,@VXK10,21.2,@VXM10,2.4,1.35,0.3
2010-04-09,17.2,@VXJ10,19.65,@VXK10,21.15,@VXM10,2.45,1.5,0.55
2010-04-12,17.1,@VXJ10,19.65,@VXK10,21.2,@VXM10,2.55,1.55,0.55
2010-04-13,17.15,@VXJ10,19.75,@VXK10,21.25,@VXM10,2.6,1.5,0.4
2010-04-14,16.7,@VXJ10,19.3,@VXK10,20.95,@VXM10,2.6,1.65,0.7
2010-04-15,16.7,@VXJ10,19.3,@VXK10,20.95,@VXM10,2.6,1.65,0.7
2010-04-16,18.2,@VXJ10,19.95,@VXK10,21.45,@VXM10,1.75,1.5,1.25
2010-04-19,17.4,@VXJ10,19.5,@VXK10,21.0,@VXM10,2.1,1.5,0.9
2010-04-20,16.0,@VXJ10,18.6,@VXK10,20.45,@VXM10,2.6,1.85,1.1
2010-04-21,18.7,@VXK10,20.75,@VXM10,22.15,@VXN10,2.05,1.4,0.75
2010-04-22,18.65,@VXK10,20.75,@VXM10,22.25,@VXN10,2.1,1.5,0.9
2010-04-23,18.5,@VXK10,20.75,@VXM10,22.25,@VXN10,2.25,1.5,0.75
